name,full_name,position,price
Ali Azaizeh,Ali Ahmad Ali Al Azaizeh,Forward,4
Odeh Fakhoury,Odeh Burhan Shehadeh Fakhoury,Forward,4
Yazeed  Abulaila,Yazeed Mo'ien Hasan Abulaila,Goalkeeper,3.9
Abdallah Al Fakhouri,Abdallah Ra'ed Mahmoud Al Fakhouri,Goalkeeper,3.6
Park Jin-Seob,Jin-Seob Park,Midfielder,4.9
Kim Jin-Gyu,Jin-Gyu Kim,Midfielder,4.9
Kim Min-Jae,Min-Jae Kim,Defender,5
Seol Young-Woo,Young-Woo Seol,Defender,4.2
Kim Moon-Hwan,Moon-Hwan Kim,Defender,3.9
Lee Han-Beom,Han-Beom Lee,Defender,3.7
Lee Tae-Seok,Tae-Seok Lee,Defender,3.7
Kim Tae-Hyeon,Tae-Hyeon Kim,Defender,3.6
Son Heung-Min,Heung-Min Son,Forward,7.4
Hwang Hee-Chan,Hee-Chan Hwang,Forward,6.1
Cho Gue-Sung,Gue-Sung Cho,Forward,5.3
Oh Hyeon-Gyu,Hyeon-Gyu Oh,Forward,4.9
Yang Hyun-Jun,Hyun-Jun Yang,Forward,4.7
Eom Ji-Sung,Ji-Sung Eom,Forward,4.6
Jo Hyeon-Woo,Hyeon-Woo Jo,Goalkeeper,4.6
Kim Seung-Gyu,Seung-Gyu Kim,Goalkeeper,4.1
Song Bum-Keun,Bum-Keun Song,Goalkeeper,3.9
Paik Seung-Ho,Seung-Ho Paik,Midfielder,5.6
Castrop,Jens Castrop,Midfielder,5.6
Bae Jun-Ho,Jun-Ho Bae,Midfielder,5.9
Lee Kang-In,Kang-In Lee,Midfielder,6.1
Lee Jae-Sung,Jae-Sung Lee,Midfielder,6.2
Vargas,Obed Vargas,Midfielder,4.7
Vásquez,Johan Vásquez,Defender,4.7
Montes,César Montes,Defender,4.7
Gallardo,Jesús Gallardo,Defender,4.7
Sánchez,Jorge Sánchez,Defender,4
Israel Reyes,Israel Reyes,Defender,4
Jiménez,Raúl Jiménez,Forward,7
Quiñones,Julián Quiñones,Forward,5.6
Vega,Alexis Vega,Forward,5.3
Alvarado,Roberto Alvarado,Forward,5.3
Martínez,Guillermo Martínez,Forward,4.7
Armando González,Armando González,Forward,4.4
Ochoa,Guillermo Ochoa,Goalkeeper,4.2
Acevedo,Carlos Acevedo,Goalkeeper,4
Rangel,Raúl Rangel,Goalkeeper,3.9
Brian Gutiérrez,Brian Gutiérrez,Midfielder,5
Lira,Érik Lira,Midfielder,5.6
Pineda,Orbelín Pineda,Midfielder,6.2
Fidalgo,Álvaro Fidalgo,Midfielder,6.4
El Mourabet,Samir El Mourabet,Midfielder,4.7
Salah-Eddine,Anass Salah-Eddine,Defender,3.9
El Kaabi,Ayoub El Kaabi,Forward,5.9
Yassine,Gessime Yassine,Forward,4
Saibari,Ismael Saibari,Midfielder,6.8
Dumfries,Denzel Dumfries,Defender,5.7
van Dijk,Virgil van Dijk,Defender,5.5
van de Ven,Micky van de Ven,Defender,5.1
Aké,Nathan Aké,Defender,5
van Hecke,Jan Paul van Hecke,Defender,4.3
Hato,Jorrel Hato,Defender,4.3
Gakpo,Cody Gakpo,Forward,7.7
Malen,Donyell Malen,Forward,6.1
Lang,Noa Lang,Forward,5.9
Brobbey,Brian Brobbey,Forward,5.7
Weghorst,Wout Weghorst,Forward,5.5
Verbruggen,Bart Verbruggen,Goalkeeper,4.7
Flekken,Mark Flekken,Goalkeeper,4.7
Gravenberch,Ryan Gravenberch,Midfielder,6.1
Koopmeiners,Teun Koopmeiners,Midfielder,6.2
Reijnders,Tijjani Reijnders,Midfielder,6.5
Timber,Quinten Timber,Midfielder,6.8
McCowatt,Callum McCowatt,Midfielder,4.7
Rufer,Alex Rufer,Midfielder,4.9
Bell,Joe Bell,Midfielder,5.1
Thomas,Ryan Thomas,Midfielder,5.3
Stamenic,Marko Stamenic,Midfielder,5.6
Bindon,Tyler Bindon,Defender,3.6
de Vries,Francis de Vries,Defender,3.6
Payne,Tim Payne,Defender,3.6
Elliot,Callan Elliot,Defender,3.5
Surman,Finn Surman,Defender,3.5
Barbarouses,Kosta Barbarouses,Forward,4.4
Just,Elijah Just,Midfielder,4.2
Waine,Ben Waine,Forward,4.2
Old,Ben Old,Forward,4.2
Randall,Jesse Randall,Forward,4
Bayliss,Lachlan Bayliss,Midfielder,4
Crocombe,Max Crocombe,Goalkeeper,3.9
Paulsen,Alex Paulsen,Goalkeeper,3.8
Woud,Michael Woud,Goalkeeper,3.7
Berge,Sander Berge,Midfielder,4.7
Bobb,Oscar Bobb,Midfielder,5.1
Thorsby,Morten Thorsby,Midfielder,5.6
Berg,Patrick Berg,Midfielder,5.6
Ajer,Kristoffer Ajer,Defender,4.3
Ryerson,Julian Ryerson,Defender,4.2
Pedersen,Marcus Pedersen,Defender,4.1
Østigård,Leo Østigård,Defender,4.1
Møller Wolfe,David Møller Wolfe,Defender,4
Bjørkan,Fredrik Bjørkan,Defender,4
Heggem,Torbjørn Heggem,Defender,3.7
Falchener,Henrik Falchener,Defender,3.5
Haaland,Erling Haaland,Forward,10.5
Sørloth,Alexander Sørloth,Forward,6.8
Schjelderup,Andreas Schjelderup,Forward,6.2
Strand Larsen,Jørgen Strand Larsen,Forward,5.6
Nyland,Ørjan Nyland,Goalkeeper,4.2
Selvik,Egil Selvik,Goalkeeper,3.8
Hauge,Jens Petter Hauge,Midfielder,5.9
Nusa,Antonio Nusa,Midfielder,6.1
Thorstvedt,Kristian Thorstvedt,Midfielder,6.2
Harvey,Carlos Harvey,Midfielder,4.9
Martínez,Cristian Martínez,Midfielder,5.3
Bárcenas,Yoel Bárcenas,Midfielder,5.6
Rodríguez,José Luis Rodríguez,Midfielder,5.6
Godoy,Aníbal Godoy,Midfielder,5.6
Murillo,Amir Murillo,Defender,5
Córdoba,José Córdoba,Defender,4
Davis,Éric Davis,Defender,3.9
Blackman,César Blackman,Defender,3.7
Andrade,Andrés Andrade,Defender,3.7
Miller,Roderick Miller,Defender,3.5
Ramos,Jiovany Ramos,Defender,3.5
Gutiérrez,Jorge Gutiérrez,Defender,3.5
Díaz,Ismael Díaz,Forward,4.9
Fajardo,José Fajardo,Forward,4.7
Waterman,Cecilio Waterman,Forward,5
Yanis,César Yanis,Forward,4.4
Mejía,Luis Mejía,Goalkeeper,4
Mosquera,Orlando Mosquera,Goalkeeper,3.9
Samudio,César Samudio,Goalkeeper,3.6
Carrasquilla,Adalberto Carrasquilla,Midfielder,6.5
Magalhães Prado,Maurício Magalhães Prado,Midfielder,4.6
Romero,Alejandro Romero,Midfielder,4.7
Galarza,Matías Galarza,Midfielder,4.8
Braian Ojeda,Braian Ojeda,Midfielder,5.6
Gómez,Gustavo Gómez,Defender,4.6
Alonso,Júnior Alonso,Defender,4.1
Alderete,Omar Alderete,Defender,4.1
Balbuena,Fabián Balbuena,Defender,4
Velázquez,Gustavo Velázquez,Defender,3.8
Cáceres,Juan José Cáceres,Defender,3.8
Canale,José Canale,Defender,3.6
Almirón,Miguel Almirón,Midfielder,6
Sanabria,Antonio Sanabria,Forward,6.5
Sosa,Ramón Sosa,Forward,5.3
Arce,Álex Arce,Forward,4.9
Ávalos,Gabriel Ávalos,Forward,4.9
Caballero,Gustavo Caballero,Forward,4.2
Maidana,Alexandro Maidana,Forward,4
Fernández,Roberto Fernández,Goalkeeper,4
Olveira,Gastón Olveira,Goalkeeper,3.8
Gill,Orlando Gill,Goalkeeper,3.5
Bobadilla,Damián Bobadilla,Midfielder,5.5
Enciso,Julio Enciso,Midfielder,6.6
Gómez,Diego Gómez,Midfielder,6.8
Samú Costa,Samuel de Almeida Costa,Midfielder,5.6
Nuno Mendes,Nuno Alexandre Tavares Mendes,Defender,5.8
João Cancelo,João Pedro Cavaco Cancelo,Defender,5.3
Diogo Dalot,José Diogo Dalot Teixeira,Defender,5
Gonçalo Inácio,Gonçalo Bernardo Inácio,Defender,4.6
Renato Veiga,Renato Palma Veiga,Defender,4.3
Tomás Araújo,Tomás Lemos Araújo,Defender,4.1
Gonçalo Ramos,Gonçalo Matias Ramos,Forward,7.5
João Félix,João Félix Sequeira,Forward,6.5
Pedro Neto,Pedro Lomba Neto,Midfielder,6.4
Trincão,Francisco António Machado Mota de Castro Trincão,Forward,5.9
Gonçalo Guedes,Gonçalo Manuel Ganchinho Guedes,Forward,5.8
Francisco Conceição,Francisco Fernandes da Conceição,Midfielder,5.7
Rui Silva,Rui Tiago Dantas da Silva,Goalkeeper,4.7
José Sá,José Pedro Malheiro de Sá,Goalkeeper,4.7
Rúben Neves,Rúben Diogo da Silva Neves,Midfielder,5.9
Matheus Nunes,Matheus Luiz Nunes,Midfielder,6.1
Vitinha,Vítor Machado Ferreira,Midfielder,6.4
João Neves,João Pedro Gonçalves Neves,Midfielder,6.5
Bruno Fernandes,Bruno Miguel Borges Fernandes,Midfielder,8.5
Mohammad Al Mannai,Mohammad Naceur Al Mannai,Midfielder,4.2
Ayoub Al Oui,Ayoub Mohamed Al Oui,Midfielder,4.4
Ahmed Fathy,Ahmed Fathy Mansi Abdoulla,Midfielder,4.7
Karim Boudiaf,Karim Boudiaf,Midfielder,4.9
Assim Madibo,Assim Omer Al Haj Madibo,Midfielder,5.1
Pedro Miguel,Pedro Miguel Carvalho Deus Correia,Defender,3.9
Lucas Mendes,Lucas Michel Mendes,Defender,3.8
Boualem Khoukhi,Boualem Khoukhi,Defender,3.8
Hashmi Al Hussain,Al Hashmi Al Hussain Mohi Aldin,Defender,3.5
Issa Laye,Gueye Seydinaissa Laye,Defender,3.5
Akram Afif,Akram Hassan Afif Yahya Afif,Forward,5.9
Almoez Ali,Almoez Ali Zainalabedeen Mohamed Abdulla,Forward,5.3
Edmílson Junior,Edmílson Junior Paulo da Silva,Forward,4.9
Hassan Al Haydos,Hassan Khalid Hassan Al Haydos,Forward,4.6
Yusuf Abdurisag,Yusuf Abdurisag Yusuf,Forward,4.4
Ahmed Al Ganehi,Ahmed Mohammed Hussein Kassim Al Ganehi,Forward,4.2
Meshaal Barsham,Meshaal Aissa Mohammed Barsham,Goalkeeper,4.1
Salah Zakaria,Salah Zakaria Mohamed Mousa Hassan,Goalkeeper,3.7
Mahmud Abunada,Mahmud Ibrahim Abunada,Goalkeeper,3.5
Musab Al Juwayr,Musab bin Fahad bin Zaid Al Juwayr,Midfielder,4.1
Ziyad Al Johani,Ziyad bin Mubarak bin Eid Al Marwani Al Johani,Midfielder,4.9
Mohamed Kanno,Mohamed bin Ibrahim bin Abdullah Kanno,Midfielder,5.1
Abdullah Al Khaibari,Abdullah bin Mohammed bin Hamza Al Berri Al Khaibari,Midfielder,5.1
Aiman Yahya,Aiman bin Yahya bin Yahya Salem Ahmed,Midfielder,5.6
Saud Abdulhamid,Saud bin Abdullah bin Salem Abdulhamid,Defender,4.1
Abdulelah Al Amri,Abdulelah bin Ali bin Awadh Al Amri,Defender,3.7
Hassan Kadish,Hassan bin Kadish bin Yahya Mahbub,Defender,3.7
Ali Majrashi,Ali bin Hassan bin Mohammed Majrashi,Defender,3.6
Nawaf Bu Washl,Nawaf bin Meshari bin Mohammed Bu Washl,Defender,3.5
Ali Lajami,Ali bin Mohammed bin Ali Lajami,Defender,3.5
Feras Al Brikan,Feras bin Tariq bin Nasser Al Brikan,Forward,5.3
Abdullah Al Hamddan,Abdullah bin Abdulrahman bin Abdullah Al Hamddan,Forward,4.9
Khalid Al Ghannam,Khalid bin Essa bin Mohammed Al Ghannam,Forward,4.9
Saleh Al Shehri,Saleh bin Khalid bin Mohammed Al Shehri,Forward,4.9
Sultan Mandash,Sultan bin Ahmed bin Mohammed Mandash,Forward,4.5
Nawaf Al Aqidi,Nawaf bin Dhahi bin Faisal Al Shuweiti Al Aqidi,Goalkeeper,4
Ahmed Al Kassar,Ahmed bin Ali bin Hussein Al Kassar,Goalkeeper,3.9
Mohammed Al Owais,Mohammed bin Khalil bin Ibrahim Al Owais,Goalkeeper,3.5
McGinn,John McGinn,Midfielder,6
Christie,Ryan Christie,Midfielder,5.6
McLean,Kenny McLean,Midfielder,4.8
Robertson,Andy Robertson,Defender,5
Tierney,Kieran Tierney,Defender,4.3
Patterson,Nathan Patterson,Defender,4
Hendry,Jack Hendry,Defender,3.9
Souttar,John Souttar,Defender,3.8
McKenna,Scott McKenna,Defender,3.8
Ralston,Anthony Ralston,Defender,3.8
Hyam,Dominic Hyam,Defender,3.6
Hanley,Grant Hanley,Defender,3.5
Adams,Ché Adams,Forward,5.4
Hirst,George Hirst,Forward,4.6
Dykes,Lyndon Dykes,Forward,4.6
Curtis,Findlay Curtis,Forward,4
Kelly,Liam Kelly,Goalkeeper,3.7
Gunn,Angus Gunn,Goalkeeper,3.6
McTominay,Scott McTominay,Midfielder,6.5
Ferguson,Lewis Ferguson,Midfielder,4.8
Gueye,Idrissa Gueye,Midfielder,4.9
Sarr,Pape Matar Sarr,Midfielder,5.6
Ciss,Pathé Ciss,Midfielder,5.6
Gueye,Pape Gueye,Midfielder,5.9
Sarr,Mamadou Sarr,Defender,4.7
Niakhaté,Moussa Niakhaté,Defender,4.3
Diouf,El Hadji Malick Diouf,Defender,4.1
Jakobs,Ismail Jakobs,Defender,4.1
Koulibaly,Kalidou Koulibaly,Defender,4.9
Seck,Abdoulaye Seck,Defender,3.8
Mendy,Antoine Mendy,Defender,3.7
Jackson,Nicolas Jackson,Forward,6.7
Ndiaye,Iliman Ndiaye,Forward,6.5
Sarr,Ismaïla Sarr,Forward,6.2
Diao,Assane Diao,Forward,4.9
Cherif Ndiaye,Cherif Ndiaye,Forward,4.9
Dieng,Bamba Dieng,Forward,4.9
Mbaye,Ibrahim Mbaye,Forward,4.4
Édouard Mendy,Édouard Mendy,Goalkeeper,4.5
Diouf,Yehvann Diouf,Goalkeeper,3.9
Diaw,Mory Diaw,Goalkeeper,3.8
Diatta,Krépin Diatta,Midfielder,6.1
Lamine Camara,Lamine Camara,Midfielder,6.2
Diarra,Habib Diarra,Midfielder,6.2
Adams,Jayden Adams,Midfielder,4
Teboho Mokoena,Teboho Mokoena,Midfielder,4.3
Zwane,Themba Zwane,Midfielder,4.3
Mbatha,Thalente Mbatha,Midfielder,4.9
Moremi,Tshepang Moremi,Midfielder,4.9
Yaya Sithole,Sphephelo S'Miso Sithole,Midfielder,5.1
Modiba,Aubrey Modiba,Defender,3.7
Matuludi,Thabang Matuludi,Defender,3.7
Mudau,Khuliso Mudau,Defender,3.6
Sibisi,Nkosinathi Sibisi,Defender,3.6
Mbokazi,Mbekezeli Mbokazi,Defender,3.5
Ndamane,Khulumani Ndamane,Defender,3.5
Okon,Ime Okon,Defender,3.5
Kabini,Samukele Kabini,Defender,3.5
Foster,Lyle Foster,Forward,5.4
Mofokeng,Relebohile Mofokeng,Forward,4.9
Appollis,Oswin Appollis,Forward,4.9
Makgopa,Evidence Makgopa,Forward,4.5
Maseko,Thapelo Maseko,Forward,4.2
Williams,Ronwen Williams,Goalkeeper,4.5
Goss,Ricardo Goss,Goalkeeper,3.7
Pino,Yéremy Pino,Midfielder,5.9
Baena,Álex Baena,Midfielder,6
Zubimendi,Martín Zubimendi,Midfielder,6.1
Porro,Pedro Porro,Defender,5.5
Laporte,Aymeric Laporte,Defender,5.5
Grimaldo,Alejandro Grimaldo,Defender,4.9
Cucurella,Marc Cucurella,Defender,5.1
Cubarsí,Pau Cubarsí,Defender,5
Lamine Yamal,Lamine Yamal Nasraoui Ebana,Midfielder,10
Torres,Ferran Torres,Forward,7.8
Oyarzabal,Mikel Oyarzabal,Forward,8.1
Iglesias,Borja Iglesias,Forward,6.8
Muñoz,Víctor Muñoz,Forward,4
Raya,David Raya,Goalkeeper,5
Simón,Unai Simón,Goalkeeper,5
Joan García,Joan García,Goalkeeper,4
Llorente,Marcos Llorente,Defender,5.5
Rodri,Rodrigo Hernández Cascante,Midfielder,7.5
Olmo,Dani Olmo,Midfielder,7.7
Pedri,Pedro González López,Midfielder,8.1
Zeneli,Besfort Zeneli,Midfielder,4.7
Stroud,Elliot Stroud,Midfielder,4.7
Ali,Taha Ali,Midfielder,4.9
Smith,Eric Smith,Midfielder,4.9
Bergvall,Lucas Bergvall,Midfielder,5.1
Ayari,Yasin Ayari,Midfielder,5.3
Karlström,Jesper Karlström,Midfielder,5.6
Svanberg,Mattias Svanberg,Midfielder,6.1
Svensson,Daniel Svensson,Defender,4.5
Gudmundsson,Gabriel Gudmundsson,Defender,4.2
Starfelt,Carl Starfelt,Defender,4.1
Lindelöf,Victor Lindelöf,Defender,4
Lagerbielke,Gustaf Lagerbielke,Defender,3.7
Gyökeres,Viktor Gyökeres,Forward,7.8
Elanga,Anthony Elanga,Forward,5.8
Nygren,Benjamin Nygren,Forward,4.9
Nilsson,Gustaf Nilsson,Forward,4.9
Nordfeldt,Kristoffer Nordfeldt,Goalkeeper,3.9
Manzambi,Johan Manzambi,Midfielder,5.6
Xhaka,Granit Xhaka,Midfielder,6.2
Aebischer,Michel Aebischer,Midfielder,5.9
Freuler,Remo Freuler,Midfielder,5.9
Jashari,Ardon Jashari,Midfielder,5.2
Rieder,Fabian Rieder,Midfielder,6.2
Akanji,Manuel Akanji,Defender,5
Rodríguez,Ricardo Rodríguez,Defender,4.5
Elvedi,Nico Elvedi,Defender,4.3
Widmer,Silvan Widmer,Defender,4.2
Muheim,Miro Muheim,Defender,4
Cömert,Eray Cömert,Defender,3.9
Amenda,Aurèle Amenda,Defender,3.7
Jaquez,Luca Jaquez,Defender,3.5
Embolo,Breel Embolo,Forward,7.5
Okafor,Noah Okafor,Forward,5.9
Ndoye,Dan Ndoye,Forward,6.8
Kobel,Gregor Kobel,Goalkeeper,4.7
Mvogo,Yvon Mvogo,Goalkeeper,4.2
Keller,Marvin Keller,Goalkeeper,3.7
Sow,Djibril Sow,Midfielder,6.1
Zakaria,Denis Zakaria,Midfielder,6.1
Vargas,Rubén Vargas,Midfielder,6.8
Skhiri,Ellyes Skhiri,Midfielder,4.7
Khedira,Rani Khedira,Midfielder,4.7
Mahmoud,Hadj Mahmoud,Midfielder,4.9
Ben Ouanes,Mortadha Ben Ouanes,Midfielder,5
Ben Slimane,Anis Ben Slimane,Midfielder,5.3
Neffati,Moutaz Neffati,Defender,4.1
Abdi,Ali Abdi,Defender,4.1
Rekik,Omar Rekik,Defender,3.8
Arous,Adem Arous,Defender,3.6
Ben Hmida,Mohamed Amine Ben Hmida,Defender,3.6
Chikhaoui,Raed Chikhaoui,Defender,3.5
Gharbi,Ismaël Gharbi,Forward,4.6
Saad,Elias Saad,Forward,4.5
Chaouat,Firas Chaouat,Forward,4.4
Tounekti,Sebastian Tounekti,Forward,4.4
Mastouri,Hazem Mastouri,Forward,4.2
Elloumi,Rayan Elloumi,Forward,4
Ayari,Khalil Ayari,Forward,4
Chamakh,Abdelmouhib Chamakh,Goalkeeper,4.1
Dahmen,Aymen Dahmen,Goalkeeper,3.9
Ben Hessen,Sabri Ben Hessen,Goalkeeper,3.5
Yüksek,Ismail Yüksek,Midfielder,4.6
Özcan,Salih Özcan,Midfielder,4.7
Kahveci,Irfan Can Kahveci,Midfielder,5.9
Kökçü,Orkun Kökçü,Midfielder,6
Ayhan,Kaan Ayhan,Defender,4.5
Çelik,Zeki Çelik,Defender,4.3
Kadioglu,Ferdi Kadioglu,Defender,4.3
Akaydin,Samet Akaydin,Defender,4.1
Müldür,Mert Müldür,Defender,4.1
Kabak,Ozan Kabak,Defender,4
Elmali,Eren Elmali,Defender,4
Bardakci,Abdülkerim Bardakci,Defender,4
Demiral,Merih Demiral,Defender,4
Yildiz,Kenan Yildiz,Midfielder,7
Aktürkoglu,Kerem Aktürkoglu,Forward,6.2
Yilmaz,Baris Alper Yilmaz,Forward,6.1
Aydin,Oguz Aydin,Forward,5
Akgün,Yunus Akgün,Forward,4.9
Gül,Deniz Gül,Forward,4.4
Çakir,Ugurcan Çakir,Goalkeeper,4.2
Bayindir,Altay Bayindir,Goalkeeper,4
Günok,Mert Günok,Goalkeeper,4
Güler,Arda Güler,Midfielder,7
Çalhanoglu,Hakan Çalhanoglu,Midfielder,7.1
Sanabria,Juan Manuel Sanabria,Midfielder,4.5
Martínez,Emiliano Martínez,Midfielder,4.7
Pellistri,Facundo Pellistri,Midfielder,5.2
Araújo,Maxi Araújo,Midfielder,6.4
Ugarte,Manuel Ugarte,Midfielder,5.9
de la Cruz,Nicolás de la Cruz,Midfielder,5.9
Araujo,Ronald Araujo,Defender,5
Giménez,José María Giménez,Defender,4.4
Viña,Matías Viña,Defender,4.3
Olivera,Mathías Olivera,Defender,4.3
Varela,Guillermo Varela,Defender,4.2
Cáceres,Sebastián Cáceres,Defender,4.2
Santiago Bueno,Santiago Bueno,Defender,4.1
Núñez,Darwin Núñez,Forward,7.5
Viñas,Federico Viñas,Forward,5.9
Rodríguez,Brian Rodríguez,Forward,6.2
Aguirre,Rodrigo Aguirre,Forward,5.6
Canobbio,Agustín Canobbio,Forward,5.3
Rochet,Sergio Rochet,Goalkeeper,4.1
Muslera,Fernando Muslera,Goalkeeper,4.1
Mele,Santiago Mele,Goalkeeper,3.5
de Arrascaeta,Giorgian de Arrascaeta,Midfielder,6.5
Valverde,Federico Valverde,Midfielder,7.5
Cristian Roldan,Cristian Roldan,Midfielder,4.7
Berhalter,Sebastian Berhalter,Midfielder,4.7
Aaronson,Brenden Aaronson,Midfielder,5.7
Tillman,Malik Tillman,Midfielder,6.1
McKennie,Weston McKennie,Midfielder,6.1
Reyna,Giovanni Reyna,Midfielder,5.5
Robinson,Antonee Robinson,Defender,5
Richards,Chris Richards,Defender,4.1
Scally,Joe Scally,Defender,4.1
Ream,Tim Ream,Defender,3.9
McKenzie,Mark McKenzie,Defender,3.9
Trusty,Auston Trusty,Defender,3.9
Freeman,Alexander Freeman,Defender,4
Weah,Timothy Weah,Midfielder,5.8
Pepi,Ricardo Pepi,Forward,5.9
Balogun,Folarin Balogun,Forward,6
Arfsten,Max Arfsten,Forward,4.4
Turner,Matt Turner,Goalkeeper,4
Freese,Matt Freese,Goalkeeper,4.2
Brady,Chris Brady,Goalkeeper,3.5
Pulisic,Christian Pulisic,Midfielder,7
Abdullaev,Abdulla Abdullaev,Midfielder,4.2
Esanov,Sherzod Esanov,Midfielder,4.7
Mozgovoy,Akmal Mozgovoy,Midfielder,4.7
Shukurov,Otabek Shukurov,Midfielder,5
Khamdamov,Dostonbek Khamdamov,Midfielder,5.1
G'aniev,Aziz G'aniev,Midfielder,5.3
Hamrobekov,Odiljon Hamrobekov,Midfielder,5.3
Urunov,Oston Urunov,Midfielder,5.6
Iskanderov,Jamshid Iskanderov,Midfielder,5.7
Masharipov,Jaloliddin Masharipov,Midfielder,6.1
Fayzullaev,Abbosbek Fayzullaev,Midfielder,6.2
Khusanov,Abdukodir Khusanov,Defender,4.3
Ashurmatov,Rustam Ashurmatov,Defender,3.7
Nasrullaev,Sherzod Nasrullaev,Defender,3.7
Sayfiev,Farrukh Sayfiev,Defender,3.6
Alijonov,Khojiakbar Alijonov,Defender,3.6
Eshmurodov,Umar Eshmurodov,Defender,3.5
O'lmasaliev,Avazbek O'lmasaliev,Defender,3.5
Karimov,Bekhruz Karimov,Defender,3.5
Urozov,Jakhongir Urozov,Defender,3.5
Shomurodov,Eldor Shomurodov,Forward,6.5
Sergeev,Igor Sergeev,Forward,6.1
Amanov,Azizbek Amanov,Forward,4.9
Ne'matov,Abduvokhid Ne'matov,Goalkeeper,4
Yusupov,Utkir Yusupov,Goalkeeper,3.9
Ergashev,Botirali Ergashev,Goalkeeper,3.5
Martínez,Lisandro Martínez,Defender,4.6
Medina,Facundo Medina,Defender,4
Montiel,Gonzalo Montiel,Defender,4.3
Lo Celso,Giovani Lo Celso,Midfielder,6.2
Lautaro Martínez,Lautaro Martínez,Forward,8.8
Hadzikadunic,Dennis Hadzikadunic,Defender,3.7
Mahmic,Ermin Mahmic,Midfielder,4.2
Weverton,Weverton Pereira da Silva,Goalkeeper,4.5
Alex Sandro,Alex Sandro Lobo da Silva,Defender,4.5
Bruno Guimarães,Bruno Guimarães Rodriguez Moura,Midfielder,6.8
Raphinha,Raphael Dias Belloli,Midfielder,8.2
Neymar,Neymar da Silva Santos Júnior,Midfielder,7.2
Mina,Yerry Mina,Defender,4.2
Ditta,Willer Ditta,Defender,3.7
Portilla,Juan Portilla,Midfielder,4.7
Hernández,Cucho Hernández,Forward,6.3
Stanek,Jindrich Stanek,Goalkeeper,4
Zima,David Zima,Defender,3.9
Sojka,Alexandr Sojka,Midfielder,4.5
Doudera,David Doudera,Midfielder,5.1
Sochurek,Hugo Sochurek,Midfielder,4.3
Kuchta,Jan Kuchta,Forward,5.5
Hlozek,Adam Hlozek,Forward,6.5
Risser,Robin Risser,Goalkeeper,3.5
Saliba,William Saliba,Defender,5.3
Koundé,Jules Koundé,Defender,5.4
Barcola,Bradley Barcola,Midfielder,8
Mateta,Jean-Philippe Mateta,Forward,6.5
Boakye,Augustine Boakye,Midfielder,4.9
Itakura,Ko Itakura,Defender,4.5
Tomiyasu,Takehiro Tomiyasu,Defender,4.9
Nagatomo,Yuto Nagatomo,Defender,3.7
Endo,Wataru Endo,Midfielder,6
Kubo,Takefusa Kubo,Midfielder,7
Chávez,Mateo Chávez,Defender,3.5
Huerta,César Huerta,Midfielder,6.3
Álvarez,Edson Álvarez,Midfielder,6
Mora,Gilberto Mora,Midfielder,4.5
Chávez,Luis Chávez,Midfielder,6.3
Romo,Luis Romo,Midfielder,5.5
Giménez,Santiago Giménez,Forward,6.8
Boxall,Michael Boxall,Defender,3.7
Cacace,Liberato Cacace,Defender,4.1
Pijnaker,Nando Pijnaker,Defender,3.7
Smith,Tommy Smith,Defender,3.6
Garbett,Matthew Garbett,Forward,5
Wood,Chris Wood,Forward,6.5
Singh,Sarpreet Singh,Midfielder,5.3
Homam El Amin,Homam El Amin Mohamed Ahmed,Defender,3.6
Sultan Al Brake,Sultan Hussain Mohamad Hussain Al Brake,Defender,3.7
Abdulaziz Hatem,Abdulaziz Hatem Mohammed Abdullah,Midfielder,5.3
Jassem Gaber,Jassem Gaber El Sayed Abdulsallam,Midfielder,5
Ahmed Alaa,Ahmed Alaaeldin Bader Mohammed Abdelmotaal,Forward,5.5
Mohammed Muntari,Mohammed Muntari,Forward,5.3
Tahsin Jamshid,Tahsin Mohammed Jamshid,Forward,4.5
Johansson,Viktor Johansson,Goalkeeper,3.9
Widell Zetterström,Jacob Widell Zetterström,Goalkeeper,3.7
Ekdal,Hjalmar Ekdal,Defender,3.7
Hien,Isak Hien,Defender,4.1
Sema,Ken Sema,Midfielder,6
Isak,Alexander Isak,Forward,8
Bernhardsson,Alexander Bernhardsson,Forward,4.9
Courtois,Thibaut Courtois,Goalkeeper,4.9
Penders,Mike Penders,Goalkeeper,3.5
Vanaken,Hans Vanaken,Midfielder,5.5
Fernandez-Pardo,Matias Fernandez-Pardo,Forward,5.6
Trossard,Leandro Trossard,Midfielder,6.6
Moreira,Diego Moreira,Midfielder,4.7
Stopira,Ianique dos Santos Tavares,Defender,3.5
Logan Costa,Logan Evans Costa,Defender,3.5
Jamiro Monteiro,Jamiro Gregory Monteiro Alvarenga,Midfielder,4.6
Hélio Varela,Hélio Sandro Oliveira Alves Varela,Midfielder,4.9
Gilson Benchimol,Gilson Benchimol Tavares,Midfielder,5
Diakité,Oumar Diakité,Forward,5.3
Bonny,Ange-Yoan Bonny,Forward,4.9
Kotarski,Dominik Kotarski,Goalkeeper,4.4
Gvardiol,Josko Gvardiol,Defender,5
Kovacic,Mateo Kovacic,Midfielder,6
Thermoncy,Keeto Thermoncy,Defender,3.5
Simon,Dominique Simon,Midfielder,4.3
Joseph,Lenny Joseph,Forward,4.2
Nour Bani Ateyah,Noureddin Zaid Khaleel Bani Ateyah,Goalkeeper,3.6
