tm_id,tm_name,understat_id,understat_name
61511,Camillo Ciano,7015,Camillo Ciano
238486,Filip Bradaric,6987,Filip Bradaric
402008,Amadou Haidara,7501,Amadou Haidara
254290,Raphael Dwamena,6927,Raphael Dwamena
221309,Óscar Plano,6921,Óscar Plano
247250,Rubén Alcaraz,6917,Rubén Alcaraz
337066,Toni Villa,6919,Toni Villa
51667,Kiko Olivas,6915,Kiko Olivas
538810,Chris Ramos,6920,Chris Ramos
71204,Javi Moyano,6914,Javi Moyano
185699,Tim Leibold,7033,Tim Leibold
187624,Fabian Bredlow,7030,Fabian Bredlow
261155,Adam Zrelak,7242,Adam Zrelák
279079,Lukas Mühl,7032,Lukas Mühl
339829,Pierre Kunde,7073,Pierre Kunde
371021,Arijanet Murić,7027,Arijanet Muric
408471,Javi Puado,6933,Javi Puado
423444,Fran Beltrán,6931,Fran Beltrán
64134,Néstor Araújo,6930,Néstor Araújo
466298,Santiago Cáseres,6938,Santiago Cáseres
238266,Duje Caleta-Car,7007,Duje Caleta-Car
422893,Moataz Zemzemi,6906,Moataz Zemzemi
606849,Makhtar Gueye,6886,Makhtar Gueye
268176,Sergi Palencia,6946,Sergi Palencia
605184,Jean-Clair Todibo,6816,Jean-Clair Todibo
431561,Roberto Massimo,8806,Roberto Massimo
330635,Felix Götze,5305,Felix Götze
118196,Jean Zimmer,7057,Jean Zimmer
16311,Rouwen Hennings,7060,Rouwen Hennings
72792,Niko Gießelmann,7056,Niko Gießelmann
278332,Florian Neuhaus,7065,Florian Neuhaus
330223,Hendrik Weydandt,7046,Hendrik Weydandt
337036,Florent Muslija,7164,Florent Muslija
245034,Jon Gorenc Stankovic,2641,Jon Gorenc Stankovic
162056,Gonzalo Melero,6953,Gonzalo Melero
210143,Álex Gallar,6951,Álex Gallar
228917,Jorge Miramón,6949,Jorge Miramón
67823,Damián Musto,6952,Damián Musto
71918,David Ferreiro,6956,David Ferreiro
227961,Jaime Mata,7009,Jaime Mata
193877,Pascal Köpke,7029,Pascal Köpke
358870,Dennis Jastrzembski,7028,Dennis Jastrzembski
262396,Unai Simón,5185,Unai Simón
447052,Peru Nolaskoain,7019,Peru Nolaskoain
315846,Luca Matarese,7016,Luca Matarese
263962,Anton Zinkovskiy,7454,Anton Zinkovskiy
448981,Maksim Glushenkov,7477,Maksim Glushenkov
86097,Roman Akbashev,7461,Roman Akbashev
343959,Erhan Masovic,9709,Erhan Masovic
569598,Youssouf Fofana,6945,Youssouf Fofana
204294,Saman Ghoddos,7069,Saman Ghoddos
386047,Axel Disasi,6885,Axel Disasi
371149,Evan Ndicka,7049,Evan Ndicka
607779,Sergio Moreno,6969,Sergio Moreno
396174,Jimmy Dunne,8481,Jimmy Dunne
395522,Samuel Essende,12922,Samuel Essende
278190,Ivan Konovalov,6798,Ivan Konovalov
293194,Borna Sosa,7075,Borna Sosa
468066,Jens Cajuste,10301,Jens Cajuste
109110,Nicolò Brighenti,7018,Nicolò Brighenti
243225,Samuel Mráz,6985,Samuel Mráz
532732,Igor Diveev,6910,Igor Diveev
608739,Sofiane Sidi Ali,12375,Sofiane Sidi Ali
340205,Gorka Guruzeta,7020,Gorka Guruzeta
436585,Delano Burgzorg,10368,Delano Burgzorg
289272,Martín Merquelanz,7101,Martín Merquelanz
289286,Luca Sangalli,6939,Luca Sangalli
256429,Sergi Guardiola,5212,Sergi Guardiola
344575,Antonin Bobichon,6869,Antonin Bobichon
389441,Virgile Pinson,7117,Virgile Pinson
51977,Pavao Pervan,7053,Pavao Pervan
335997,Luca Plogmann,7045,Luca Plogmann
260655,Eduard Löwen,7043,Eduard Löwen
340879,Merih Demiral,7416,Merih Demiral
570423,Danil Glebov,6580,Danil Glebov
315125,Javairô Dilrosun,7122,Javairo Dilrosun
401530,Éder Militão,7829,Eder Militão
425462,Felipe Vizeu,6999,Felipe Vizeu
434676,Ronaldo Vieira,7097,Ronaldo Vieira
277384,Martin Valjent,7838,Martin Valjent
449796,Alejandro Catena,7604,Alejandro Catena
311287,José Antonio Martínez,7896,José Antonio Martínez
223073,Eugeni,5131,Eugeni
531829,Dani Escriche,8769,Dani Escriche
333647,Jonathan Burkardt,7108,Jonathan Burkardt
283286,Robin Bormuth,7062,Robin Bormuth
371436,Francisco Sierralta,7081,Francisco Sierralta
284321,Germán Conti,11443,Germán Conti
95336,Hervé Lybohy,6870,Herve Lybohy
357176,Alessandro Tripaldelli,7951,Alessandro Tripaldelli
342405,Mattias Svanberg,6974,Mattias Svanberg
103732,Jon Gudni Fjóluson,6911,Jón Gudni Fjóluson
392085,Nicolò Zaniolo,6686,Nicolo Zaniolo
377665,Arnór Sigurdsson,7136,Arnór Sigurdsson
415970,Joe Worrall,10756,Joe Worrall
419672,Mikhail Ignatov,6614,Mikhail Ignatov
94137,Kevin Möhwald,7044,Kevin Möhwald
386315,Nathaël Julan,7171,Nathaël Julan
353567,Takuma Nishimura,7137,Takuma Nishimura
456535,Agustín Rogel,7103,Agustín Rogel
495666,William Saliba,6888,William Saliba
225015,Carlos Akapo,7128,Carlos Akapo
284724,Nehuén Paz,6973,Nehuén Paz
199274,Mattia Sprocati,6993,Mattia Sprocati
346567,Luca Pellegrini,4970,Luca Pellegrini
402604,Vladimir Moskvichev,6680,Vladimir Moskvichev
462988,Danil Lipovoy,7010,Danil Lipovoy
322065,Dennis Hadzikadunic,7023,Dennis Hadzikadunic
126336,Mikhail Filippov,6790,Mikhail Filippov
361065,Mitchel Bakker,8310,Mitchel Bakker
418543,Perr Schuurs,11008,Perr Schuurs
62144,Antoñito,6922,Antoñito
86264,Danil Klenkin,6803,Danil Klenkin
145466,Tim Ream,7184,Tim Ream
342048,Grady Diangana,6651,Grady Diangana
316915,Davor Lovren,7061,Davor Lovren
371998,Vinicius Junior,7008,Vinícius Júnior
282429,Sergio Reguilón,7187,Sergio Reguilón
439292,Sydney van Hooijdonk,9862,Sydney van Hooijdonk
172153,Mickaël Alphonse,7176,Mickaël Alphonse
517300,Vítor Tormena,11971,Vítor Tormena
448628,Javi Galán,7385,Javi Galán
337946,Jairo Izquierdo,9008,Jairo Izquierdo
418660,Lenny Pintor,7177,Lenny Pintor
601816,Djegui Koita,7116,Djegui Koita
626913,Boulaye Dia,7224,Boulaye Dia
81190,Loïc Damour,7215,Loïc Damour
480883,Miguel de la Fuente,6924,Miguel De la Fuente
355627,Sergio Akieme,2594,Sergio Akieme
197929,Ivan Provedel,6982,Ivan Provedel
93827,Steven Skrzybski,7054,Steven Skrzybski
242359,Juan Musso,7095,Juan Musso
273669,Adrian Beck,11855,Adrian Beck
456938,Javier Avilés,7217,Javier Avilés
340853,Javi Sánchez,7245,Javi Sánchez
311696,Kuki Zalazar,8763,Kuki Zalazar
286849,Jordi Calavera,7100,Jordi Calavera
439914,John Yeboah,7234,John Yeboah
400001,Strahinja Tanasijević,6753,Strahinja Tanasijevic
283060,Lorenzo Dickmann,6975,Lorenzo Dickmann
536508,Han-Noah Massengo,7264,Han-Noah Massengo
494237,Wilson Isidor,7148,Wilson Isidor
314183,Karlan Grant,7390,Karlan Grant
453824,Josh Maja,5587,Josh Maja
593320,Evens Joseph,7273,Evens Joseph
629585,Kalidou Sidibé,7223,Kalidou Sidibe
385084,Fran Manzanara,7271,Fran Manzanara
283585,Patricio Matricardi,8625,Patricio Matricardi
536507,Giulian Biancone,7282,Giulian Biancone
433177,Bukayo Saka,7322,Bukayo Saka
418662,Florian Chabrolle,7229,Florian Chabrolle
421775,Nicolò Armini,7611,Nicolò Armini
487969,Randal Kolo Muani,5743,Randal Kolo Muani
582070,Artur Sagitov,7211,Artur Sagitov
398402,Sam Surridge,5602,Sam Surridge
351809,Robin Le Normand,7276,Robin Le Normand
283135,Stanley Segarel,7290,Stanley Segarel
314862,Bobby Allain,5749,Bobby Allain
463605,Bafodé Diakité,7268,Bafode Diakite
406638,Oliver Skipp,7198,Oliver Skipp
429318,Sergej Grubac,7149,Sergej Grubac
606466,Mauro Burruchaga,7125,Mauro Burruchaga
593279,Younn Zahary,7302,Younn Zahary
483974,Leon Dajaku,7266,Leon Dajaku
147031,Joel Untersee,6983,Joel Untersee
419666,Rail Abdullin,7270,Rail Abdullin
456182,Danil Stepanov,7304,Danil Stepanov
452084,Ahmed Kutucu,7309,Ahmed Kutucu
164277,Gen Shoji,7353,Gen Shoji
349530,Benjamin Hadzic,7319,Benjamin Hadzic
616369,Ander Barrenetxea,7308,Ander Barrenetxea
205465,Marc-Aurèle Caillard,4803,Marc-Aurele Caillard
555076,Romain Faivre,6420,Romain Faivre
629566,Eddy Sylvestre,7329,Eddy Sylvestre
35541,Roberto Santamaría,6959,Roberto Santamaría
61814,David Button,6843,David Button
530879,Kayne Ramsay,7326,Kayne Ramsay
406008,Yan Valery,7280,Yan Valery
73564,Jason Steele,7235,Jason Steele
344830,Tahith Chong,7439,Tahith Chong
335721,Ben White,7298,Ben White
517842,Aihen Muñoz,7306,Aihen Muñoz
131506,Samu Saiz,7339,Samu Sáiz
417346,Jack Harrison,8720,Jack Harrison
400831,Rafael Camacho,6666,Rafael Camacho
433188,Curtis Jones,6665,Curtis Jones
485583,Ki-Jana Hoever,8351,Ki-Jana Hoever
371245,Guilherme Schettine,11638,Guilherme Schettine
444523,Lucas Paquetá,7365,Lucas Paquetá
569866,Roberto López,7195,Roberto López
463665,Oumar Solet,6618,Oumar Solet
114060,Enric Gallego,7349,Enric Gallego
378293,Yangel Herrera,7350,Yangel Herrera
396334,Joaquín Muñoz,7258,Joaquín Muñoz
505673,Víctor Mollejo,7351,Victor Mollejo
371816,Dimitry Bertaud,3591,Dimitry Bertaud
371174,Diego Lainez,7354,Diego Lainez
431755,Dejan Kulusevski,6691,Dejan Kulusevski
496706,Montassar Talbi,9873,Montassar Talbi
66736,Lisandro Magallán,8029,Lisandro Magallán
606451,Sanasi Sy,6900,Sanasi Sy
424204,Alphonso Davies,7345,Alphonso Davies
332705,Tyler Adams,7352,Tyler Adams
463332,Emmanuel Apeh,7368,Emmanuel Apeh
480987,Chris Mepham,7384,Chris Mepham
296356,Souleyman Doumbia,7358,Souleyman Doumbia
404384,Rabbi Matondo,7394,Rabbi Matondo
413843,Keven Schlotterbeck,7401,Keven Schlotterbeck
355689,Sory Kaba,7406,Sory Kaba
346551,Kamil Grabara,12964,Kamil Grabara
570817,Maxime Busi,9140,Maxime Busi
344158,Maxime Pélican,7418,Maxime Pelican
333450,Jozo Stanic,7346,Jozo Stanic
294321,Ferro,9335,Ferro
272999,Miguel Almirón,7420,Miguel Almirón
257668,Wilmar Barrios,7448,Wilmar Barrios
337333,Alex Král,8017,Alex Kral
396638,Manor Solomon,10716,Manor Solomon
591375,Stiven Plaza,7426,Stiven Plaza
579930,Armand Laurienté,6697,Armand Lauriente
348791,Junya Ito,10920,Junya Ito
494236,Andy Pelmard,6501,Andy Pelmard
395870,Francesco Verde,7299,Francesco Verde
418881,Riccardo Doratiotto,7285,Riccardo Doratiotto
494353,Kamil Zakirov,5524,Kamil Zakirov
605627,Pavel Kaloshin,6848,Pavel Kaloshin
296340,Alfons Amade,7436,Alfons Amade
259881,Damian Szymański,7463,Damian Szymanski
395694,Yassin Fekir,7435,Yassin Fekir
349585,Ayrton Lucas,7475,Ayrton Lucas
257805,Mathias Normann,7470,Mathias Normann
486926,Andrés Vombergar,7466,Andrés Vombergar
260681,Vladislav Panteleev,7260,Vladislav Panteleev
532826,Mason Greenwood,7490,Mason Greenwood
388198,Nico Schlotterbeck,7485,Nico Schlotterbeck
461618,Andrés Solano,7133,Andrés Solano
512344,Jandrei,7381,Jandrei
310662,Timothy Tillman,7042,Timothy Tillman
344607,Nabil Alioui,11791,Nabil Alioui
502670,Khvicha Kvaratskhelia,7453,Khvicha Kvaratskhelia
538918,Sebastiano Esposito,7969,Sebastiano Esposito
452877,Mehdi Merghem,7421,Mehdi Merghem
216240,Lucas Olaza,7514,Lucas Olaza
633398,Assil Jaziri,7520,Assil Jaziri
346332,Nassim Boujellab,7522,Nassim Boujellab
573979,Tòfol Montiel,7085,Tòfol Montiel
423612,Vanja Vucicevic,7144,Vanja Vucicevic
404688,Waldo Rubio,7525,Waldo Rubio
640428,Eduardo Camavinga,7359,Eduardo Camavinga
593319,Herman Moussaki,7518,Herman Moussaki
354136,Vitalie Damascan,6961,Vitalie Damascan
371256,Tetê,10536,Tetê
395519,Metehan Güçlü,7560,Metehan Guclu
239972,Jonas Carls,7532,Jonas Carls
324851,Christoph Daferner,7567,Christoph Daferner
290746,Moreto Cassamá,7570,Moreto Cassamã
423440,Martín Zubimendi,7526,Martín Zubimendi
285033,Will Norris,7459,Will Norris
327326,Giacomo Poluzzi,6189,Giacomo Poluzzi
475413,Sacha Boey,7511,Sacha Boey
567021,Nikita Chistyakov,7269,Nikita Chistyakov
463610,Loïc Mbe Soh,7577,Loïc Mbe Soh
324278,Christoph Baumgartner,7422,Christoph Baumgartner
432293,Luke Dreher,636,Luke Dreher
393238,Zakaria Aboukhlal,10796,Zakaria Aboukhlal
484991,Louis Carnot,7598,Louis Carnot
475411,Wesley Fofana,7589,Wesley Fofana
344677,George Timotheou,7533,George Timotheou
125714,Mark Flekken,7047,Mark Flekken
77563,Samuel Sahin-Radlinger,6402,Samuel Sahin-Radlinger
505674,Sergio Camello,7528,Sergio Camello
256996,Guido Guerrieri,1881,Guido Guerrieri
344591,Gaëtan Poussin,6636,Gaetan Poussin
395602,Alexandre Olliero,3792,Alexandre Olliero
635336,Imrân Louza,7278,Imran Louza
394304,Manolo Portanova,7625,Manolo Portanova
165531,Jacopo Dezi,2005,Jacopo Dezi
320263,Abdou Diakhate,7370,Abdou Diakhate
43217,Pierluigi Frattali,6992,Pierluigi Frattali
340707,Leonardo Sernicola,7004,Leonardo Sernicola
405885,Giacomo Raspadori,7500,Giacomo Raspadori
343963,Petar Micin,7225,Petar Micin
357796,Domagoj Bradarić,7755,Domagoj Bradaric
403080,Erik Vardanyan,9084,Erik Vardanyan
57618,Andrey Klimovich,7982,Andrey Klimovich
273945,Miroslav Bogosavac,8348,Miroslav Bogosavac
187047,Simon Skrabb,8270,Simon Skrabb
213846,Islambek Kuat,8340,Islambek Kuat
545538,Lameck Banda,7628,Lameck Banda
235339,Dmitriy Chistyakov,7638,Dmitriy Chistyakov
334441,Timur Ayupov,7641,Timur Ayupov
393883,Aleksey Chernov,6633,Aleksey Chernov
448901,Nikolay Giorgobiani,7636,Nikolay Giorgobiani
293829,Maksim Osipenko,7663,Maksim Osipenko
491960,Benito,7664,Benito
375856,Zvonimir Sarlija,7646,Zvonimir Sarlija
535974,Konstantin Maradishvili,7521,Konstantin Maradishvili
67856,Dejan Radonjic,7644,Dejan Radonjic
427572,Zuriko Davitashvili,7652,Zuriko Davitashvili
377468,Anel Ahmedhodzic,10386,Anel Ahmedhodzic
385848,George Edmundson,12947,George Edmundson
449575,Aleksandr Saplinov,7640,Aleksandr Saplinov
397609,Joel Fameyeh,7670,Joel Fameyeh
503881,Aster Vranckx,9935,Aster Vranckx
319452,Beka Mikeltadze,7653,Beka Mikeltadze
387160,Konrad Michalak,7647,Konrad Michalak
512394,Lazar Randjelovic,11111,Lazar Randjelovic
265127,Éder Balanta,11370,Éder Balanta
262391,Lluís López,2123,Lluis López
336382,Dejan Joveljić,7866,Dejan Joveljic
395695,Elisha Owusu,6333,Elisha Owusu
431698,Bosko Sutalo,8475,Bosko Sutalo
450050,Jean-Ricner Bellegarde,7762,Jean-Ricner Bellegarde
666234,Mohamed Simakan,7551,Mohamed Simakan
405385,Yukinari Sugawara,12761,Yukinari Sugawara
564545,Edmond Tapsoba,8317,Edmond Tapsoba
413605,David Okereke,9905,David Okereke
361104,Sergiño Dest,8979,Sergiño Dest
221119,Cédric Gogoua,7672,Cedric Gogoua
246831,Dusan Lagator,7660,Dusan Lagator
371003,Ante Palaversa,8823,Ante Palaversa
486049,Jérémy Doku,8981,Jéremy Doku
289643,Roman Tugarev,6364,Roman Tugarev
621150,Daniil Krivoruchko,8532,Daniil Krivoruchko
293385,Dani Olmo,8292,Dani Olmo
312239,Percy Tau,9249,Percy Tau
463613,Yann Gboho,6874,Yann Gboho
263804,Pep Biel,12406,Pep Biel
355816,Ko Itakura,10727,Ko Itakura
362108,Gabriel Gudmundsson,9944,Gabriel Gudmundsson
405397,Keito Nakamura,11755,Keito Nakamura
510782,Rodrigão,9606,Rodrigão
491693,Nehuén Pérez,7516,Nehuén Pérez
458777,Giacomo Quagliata,10940,Giacomo Quagliata
367466,Thierry Correia,8058,Thierry Correia
535955,Nuno Tavares,9691,Nuno Tavares
591949,Aaron Hickey,8942,Aaron Hickey
361093,Sven Botman,8635,Sven Botman
465606,Halil Dervişoğlu,9686,Halil Dervisoglu
282625,Nikolay Kipiani,3198,Nikolay Kipiani
393621,Douglas Augusto,11773,Douglas Augusto
54534,Agustín Marchesín,10869,Agustín Marchesín
332341,Todd Cantwell,7695,Todd Cantwell
343475,Ben Godfrey,7689,Ben Godfrey
346018,Jamal Lewis,7691,Jamal Lewis
45760,Marco Stiepermann,7694,Marco Stiepermann
471690,Max Aarons,7688,Max Aarons
467623,Lyle Foster,7498,Lyle Foster
127192,Ferris N'Goma,7733,Ferris N'Goma
138055,Haris Belkebla,7732,Haris Belkebla
357047,Gautier Larsonneur,7728,Gautier Larsonneur
346779,Ché Adams,7700,Che Adams
121324,John Egan,7703,John Egan
146690,George Baldock,7706,George Baldock
156941,John Lundstram,7708,John Lundstram
212829,Jack O'Connell,7705,Jack O'Connell
35416,David McGoldrick,7711,David McGoldrick
52495,Chris Basham,7704,Chris Basham
54383,John Fleck,7709,John Fleck
61653,Conor Hourihane,7721,Conor Hourihane
88971,Jonathan Kodjia,7725,Jonathan Kodjia
357992,Raoul Bellanova,6412,Raoul Bellanova
272636,Harold Moukoudi,7750,Harold Moukoudi
644563,Bryan Soumaré,7748,Bryan Soumaré
624037,Joris Chotard,7739,Joris Chotard
549318,Yannis Clementia,6398,Yannis Clementia
190263,Predrag Rajković,7718,Predrag Rajkovic
557614,Nathanaël Mbuku,7719,Nathanael Mbuku
92693,Darío Benedetto,7716,Darío Benedetto
221624,Zack Steffen,7817,Zack Steffen
687035,Kelvin Ofori,7819,Kelvin Ofori
293592,Brandon Borrello,7569,Brandon Borrello
505653,Fábio Silva,8778,Fabio Silva
451251,Nikita Makarov,7682,Nikita Makarov
655488,Gabriel Martinelli,7752,Gabriel Martinelli
420465,Tiago Djaló,7754,Tiago Djaló
560725,Abdoul Kader Bamba,7760,Abdoul Kader Bamba
184473,Haris Duljevic,7774,Haris Duljevic
232895,Zinedine Ferhat,7773,Zinedine Ferhat
384859,Fabien Centonze,7763,Fabien Centonze
159088,Robert Andrich,7877,Robert Andrich
196815,Joshua Mees,7885,Joshua Mees
234029,Grischa Prömel,4340,Grischa Prömel
75921,Christopher Trimmel,7875,Christopher Trimmel
161060,Streli Mamba,7800,Streli Mamba
186988,Sven Michel,7799,Sven Michel
223572,Kai Pröger,7795,Kai Pröger
254934,Jamilu Collins,7794,Jamilu Collins
289182,Christopher Antwi-Adjei,7798,Christopher Antwi-Adjei
333516,Sebastian Vasiliadis,7797,Sebastian Vasiliadis
354609,Khiry Shelton,7805,Khiry Shelton
57598,Klaus Gjasula,7796,Klaus Gjasula
93841,Ben Zolinski,7802,Ben Zolinski
153678,Kingsley Schindler,7788,Kingsley Schindler
53400,Dominick Drexler,7789,Dominick Drexler
84150,Rafael Czichos,7786,Rafael Czichos
236966,Adam Dzwigala,12984,Adam Dzwigala
582074,Timur Suleymanov,7761,Timur Suleymanov
394285,Víctor Campuzano,7380,Víctor Campuzano
412045,Pol Lozano,7916,Pol Lozano
423166,Pipa,7315,Pipa
571020,Oihan Sancet,7779,Oihan Sancet
163647,Kastriot Dermaku,2043,Kastriot Dermaku
345041,Vlatko Stojanovski,7853,Vlatko Stojanovski
518860,Madih Talal,7741,Madih Talal
345886,Rubén Vargas,7810,Ruben Vargas
386786,Darko Churlinov,7790,Darko Churlinov
259930,Gabriel Fernández,7824,Gabriel Fernández
632741,Iker Losada,7825,Iker Losada
100722,Lago Júnior,7843,Lago Junior
217144,Aleix Febas,7842,Aleix Febas
29051,Manolo Reina,7836,Manolo Reina
350364,Joan Sastre,7837,Joan Sastre
442805,Iddrisu Baba,7840,Iddrisu Baba
70946,Xisco Campos,7844,Xisco Campos
552425,Jon Moncayola,7857,Jon Moncayola
82503,Aridane Hernández,7856,Aridane Hernández
297784,Yan Eteki,7862,Yan Eteki
95963,Germán Sánchez,7861,Germán Sánchez
401356,Edson Álvarez,11926,Edson Álvarez
412660,Keinan Davis,1053,Keinan Davis
134983,Andrea La Mantia,7972,Andrea La Mantia
218067,Jacopo Petriccione,7971,Jacopo Petriccione
75327,Marco Calderoni,7970,Marco Calderoni
401920,Kingsley Michael,6704,Kingsley Michael
130485,Alfredo Donnarumma,7961,Alfredo Donnarumma
159883,Ernesto Torregrossa,7993,Ernesto Torregrossa
163216,Dimitri Bisoli,7957,Dimitri Bisoli
235413,Jaromir Zmrhal,7962,Jaromir Zmrhal
242078,Ales Mateju,7994,Ales Mateju
243239,Nikolas Spalek,7959,Nikolas Spalek
331467,Felipe Curcio,7966,Felipe Curcio
372713,Florian Ayé,7960,Florian Aye
397033,Sandro Tonali,7958,Sandro Tonali
403845,Mattia Viviani,8199,Mattia Viviani
88713,Luca Tremolada,7965,Luca Tremolada
315604,Diadié Samassékou,7868,Diadie Samassékou
356118,Suleiman Abdullahi,7878,Suleiman Abdullahi
476352,Renan Lodi,7891,Renan Lodi
278837,Luis Rioja,7870,Luis Rioja
169179,Alan Empereur,7929,Alan Empereur
257732,Amir Rrahmani,7924,Amir Rrahmani
371371,Marash Kumbulla,6324,Marash Kumbulla
80158,Luigi Vitale,8036,Luigi Vitale
346561,Luca Ranieri,6696,Luca Ranieri
303187,Simone Pinna,7952,Simone Pinna
315063,Nahitan Nández,7953,Nahitan Nández
283628,Tomáš Souček,8288,Tomas Soucek
263183,Roger Assalé,8316,Roger Assalé
179985,Artem Fedchuk,8357,Artem Fedchuk
449385,Roman Minaev,8370,Roman Minaev
209315,Nikita Salamatov,3088,Nikita Salamatov
337798,Abdu Conté,10307,Abdu Conté
426790,Ngonda Muzinga,7998,Ngonda Muzinga
694507,Rayan Philippe,7749,Rayan Philippe
439465,Gaizka Larrazabal,7780,Gaizka Larrazabal
85500,Juan Villar,7858,Juan Villar
307519,Fede San Emeterio,7905,Fede San Emeterio
461512,Oleg Reabciuk,11697,Oleg Reabciuk
159239,Dennis Srbeny,7822,Dennis Srbeny
536477,Arthur Zagré,7578,Arthur Zagre
391376,Lamine Fomba,7913,Lamine Fomba
482072,Kévin Denkey,7776,Kévin Denkey
395674,Adrien Lebeau,7915,Adrien Lebeau
361081,Daishawn Redan,7918,Daishawn Redan
462823,Gustav Isaksen,11951,Gustav Isaksen
337381,Andrea Cistana,7956,Andrea Cistana
66360,Daniele Ragatzu,7954,Daniele Ragatzu
353922,Mert Müldür,7950,Mert Müldür
416704,Soltmurad Bakaev,7678,Soltmurad Bakaev
223030,Ziga Skoflek,7922,Ziga Skoflek
51736,Marco Mancosu,7973,Marco Mancosu
644032,Cheikh Niasse,7758,Cheikh Niasse
569385,Adil Aouchiche,7980,Adil Aouchiche
340328,Stephy Mavididi,7484,Stephy Mavididi
474701,Crysencio Summerville,9492,Crysencio Summerville
77812,Christoph Zimmermann,7990,Christoph Zimmermann
218087,Ben Osborn,7714,Ben Osborn
423744,Billy Gilmour,7988,Billy Gilmour
44794,Henri Lansbury,7727,Henri Lansbury
392113,Andrey Chasovskikh,7992,Andrey Chasovskikh
414908,Marshall Munetsi,7908,Marshall Munetsi
461617,Rodrigo Riquelme,8002,Rodrigo Riquelme
405398,Takefusa Kubo,8001,Takefusa Kubo
503866,Albert Grønbæk,12880,Albert Grønbæk
177452,Abdón Prats,8014,Abdón Prats
355641,Mounir Chouiar,8023,Mounir Chouiar
92472,Akaki Gogia,7995,Akaki Gogia
423443,Álex Centelles,8773,Álex Centelles
490423,Ignace Van der Brempt,13050,Ignace Van der Brempt
237669,Dereck Kutesa,8004,Dereck Kutesa
381963,Mike Tresor,12094,Mike Trésor
249356,Jack Stacey,7823,Jack Stacey
45389,Samuel Di Carmine,8035,Samuel Di Carmine
295060,Koji Miyoshi,13065,Koji Miyoshi
418560,Erling Haaland,8260,Erling Haaland
145866,Munas Dabbur,8140,Munas Dabbur
331514,Bobby Adekanye,7942,Bobby Adekanye
518261,Vadim Karpov,7769,Vadim Karpov
630990,Ismael Gutiérrez,8041,Ismael Gutiérrez
447730,Luc Ihorst,8048,Luc Ihorst
151636,Marlon Ritter,2702,Marlon Ritter
448844,Carlos Neva,7864,Carlos Neva
476237,Steven Alzate,8020,Steven Alzate
574930,Danila Vedernikov,7985,Danila Vedernikov
469781,Marcos Senesi,10864,Marcos Senesi
684998,Kings Kangwa,7630,Kings Kangwa
125614,Sargis Adamyan,7900,Sargis Adamyan
352392,Lucas Perrin,7614,Lucas Perrin
557610,Isaac Lihadji,7717,Isaac Lihadji
465836,Stefan Bajic,8057,Stefan Bajic
412363,Rodrygo,8015,Rodrygo
375668,Leon Musaev,7449,Leon Musaev
379084,Pavel Shakuro,7662,Pavel Shakuro
413688,Akmal Bakhtiyarov,7685,Akmal Bakhtiyarov
568318,German Onugkha,8143,German Onugkha
455014,Chingiz Magomadov,5528,Chingiz Magomadov
605923,Artem Shabolin,7634,Artem Shabolin
522030,Ilya Samoshnikov,8362,Ilya Samoshnikov
534477,Bogdan Ovsyannikov,7455,Bogdan Ovsyannikov
577718,Danila Smirnov,7645,Danila Smirnov
425756,Daniil Kulikov,6417,Daniil Kulikov
606526,Nikolay Titkov,7874,Nikolay Titkov
482107,Magnus Warming,9848,Magnus Warming
367464,Luís Maximiano,9847,Luís Maximiano
170911,Donovan Léon,7735,Donovan Léon
520468,Iago,8065,Iago
384553,Luca Kilian,7807,Luca Kilian
527350,Manu Vallejo,7834,Manu Vallejo
36859,Leon Clarke,8061,Leon Clarke
397171,Gideon Mensah,9807,Gideon Mensah
682032,Marley Aké,8037,Marley Aké
442816,Fran Gámez,7847,Fran Gámez
76032,Aridai Cabrera,8073,Aridai Cabrera
163847,Eli Dasa,11101,Eli Dasa
507700,Brandon Williams,8075,Brandon Williams
392545,Frank Tsadjout,6558,Frank Tsadjout
469949,Noah Katterbach,8083,Noah Katterbach
160971,Leopold Zingerle,4358,Leopold Zingerle
213751,Sebastian Schonlau,8078,Sebastian Schonlau
480267,Ronald Araujo,8091,Ronald Araújo
72319,Marc Pedraza,7917,Marc Pedraza
462329,Stanislav Magkeev,7592,Stanislav Magkeev
644771,Odilon Kossounou,9714,Odilon Kossounou
344864,Jean-Kévin Duverne,8049,Jean-Kevin Duverne
127075,Manuel Cabit,7766,Manuel Cabit
531960,Lucas Buades,7157,Lucas Buades
707317,Antoine Valério,8024,Antoine Valerio
484547,Jeremie Frimpong,9328,Jeremie Frimpong
348778,Niclas Thiede,7812,Niclas Thiede
394328,Rafik Guitane,7189,Rafik Guitane
455181,Jorge de Frutos,8107,Jorge De Frutos
124002,Biagio Meccariello,8059,Biagio Meccariello
435772,Charles De Ketelaere,10877,Charles De Ketelaere
449721,Nikolay Poyarkov,8072,Nikolay Poyarkov
591197,Bastian Badu,8118,Bastian Badu
378883,Lino Tempelmann,7811,Lino Tempelmann
587458,Kevin Agudelo,8010,Kevin Agudelo
34334,Enrico Alfonso,7964,Enrico Alfonso
395805,Massimiliano Mangraviti,7963,Massimiliano Mangraviti
8246,Philipp Pentke,7869,Philipp Pentke
370789,Julian Ryerson,7997,Julian Ryerson
255294,Florian Kastenmeier,7818,Florian Kastenmeier
486083,Danila Prokhin,7681,Danila Prokhin
284595,Tommaso Augello,7938,Tommaso Augello
