tm_id,tm_name,understat_id,understat_name
59631,Nacer Chadli,648,Nacer Chadli
63342,Leroy Fer,711,Leroy Fer
14940,Razvan Rat,2169,Razvan Rat
48974,Luiz Adriano,1127,Luiz Adriano
55735,Henrikh Mkhitaryan,317,Henrikh Mkhitaryan
75615,Douglas Costa,393,Douglas Costa
158810,Oscar Hiljemark,1284,Oscar Hiljemark
72496,Roland Gigolaev,2835,Roland Gigolaev
182381,Quincy Promes,2815,Quincy Promes
36235,Petar Zanev,2873,Petar Zanev
46504,Eric Bicfalvi,5483,Eric Bicfalvi
73185,Lucas Pérez,1700,Lucas Pérez
137939,Tornike Okriashvili,5466,Tornike Okriashvili
94922,Bogdan Butko,2872,Bogdan Butko
4678,Markus Berger,4617,Markus Berger
64711,Pablo Fontanello,2802,Pablo Fontanello
69913,Kyrylo Kovalchuk,5491,Kyrylo Kovalchuk
91450,Oleg Mishchenko,2848,Oleg Mishchenko
104331,Lukman Haruna,3157,Lukman Haruna
16746,Niko Kranjcar,4397,Niko Kranjcar
48740,Milos Ninkovic,4714,Milos Ninkovic
64308,Brown Ideye,1008,Brown Ideye
69015,Andriy Yarmolenko,6274,Andriy Yarmolenko
91931,Denys Boyko,5059,Denys Boyko
105362,Adolphe Teikeu,4557,Adolphe Teikeu
206717,Eduard Sobol,11342,Eduard Sobol
60790,Toni Sunjic,57,Toni Sunjic
85430,Jaba Lipartia,5891,Jaba Lipartia
46007,Ronnie Schwartz,4784,Ronnie Schwartz
15368,Vyacheslav Malafeev,3098,Vyacheslav Malafeev
15647,Vladimir Bystrov,2934,Vladimir Bystrov
15650,Igor Denisov,2749,Igor Denisov
20587,Nicolas Lombaerts,3057,Nicolas Lombaerts
29056,César Navas,2769,César Navas
38799,Oleg Kuzmin,2963,Oleg Kuzmin
40254,Viktor Faizulin,3179,Viktor Faizulin
42678,Salvatore Bocchetti,2810,Salvatore Bocchetti
44136,Domenico Criscito,3065,Domenico Criscito
44367,Roman Eremenko,2884,Roman Eremenko
45491,Aleksandr Bukharov,2778,Aleksandr Bukharov
56637,Vladimir Dyadyun,2974,Vladimir Dyadyun
57723,Iván Marcano,6965,Iván Marcano
7252,Aleksandr Ryazantsev,2794,Aleksandr Ryazantsev
18091,Derek Boateng,4137,Derek Boateng
54375,Giuliano,5467,Giuliano
25758,Jaba Kankava,3241,Jaba Kankava
18006,Michael Krohn-Dehli,2443,Michael Krohn-Dehli
87162,Simon Makienok,3841,Simon Makienok
48015,Lukas Hradecky,281,Lukas Hradecky
52117,Marvin Pourié,3148,Marvin Pourie
91469,Kian Hansen,4702,Kian Hansen
95732,Martin Braithwaite,3211,Martin Braithwaite
102043,Sly,2907,Sly
102045,Izunna Uzochukwu,3141,Izunna Uzochukwu
124983,Bryan Oviedo,598,Bryan Oviedo
20313,Jesper Juelsgaard,4711,Jesper Juelsgaard
21338,Sölvi Ottesen,4615,Sölvi Ottesen
46478,Ragnar Sigurdsson,2918,Ragnar Sigurdsson
48870,Jonas Lössl,3468,Jonas Lössl
107775,Frederik Rönnow,7048,Frederik Rönnow
129085,Jores Okore,676,Jores Okore
90024,Alfred Finnbogason,2655,Alfred Finnbogason
114728,Mamuka Kobakhidze,3041,Mamuka Kobakhidze
40633,Milan Badelj,1430,Milan Badelj
51471,Mateo Kovacic,2254,Mateo Kovacic
24131,Vladimir Gabulov,2744,Vladimir Gabulov
4257,Samuel Eto'o,3814,Samuel Eto'o
49485,Rasim Tagirbekov,3155,Rasim Tagirbekov
50355,Fedor Smolov,2925,Fedor Smolov
59187,Oleg Shatov,3062,Oleg Shatov
136397,Giorgi Chanturia,5412,Giorgi Chanturia
52119,Patrick van Aanholt,730,Patrick van Aanholt
79027,Davy Pröpper,6050,Davy Pröpper
81808,Wilfried Bony,622,Wilfried Bony
215114,Thomas Foket,7151,Thomas Foket
88257,Juhani Ojala,2865,Juhani Ojala
49500,Roberto Rosales,2331,Roberto Rosales
106675,Kirill Panchenko,2887,Kirill Panchenko
117808,Yuri Kuleshov,4625,Yuri Kuleshov
119223,Ruslan Mukhametshin,3036,Ruslan Mukhametshin
119224,Rustem Mukhametshin,4550,Rustem Mukhametshin
137206,Magomed Ozdoev,2968,Magomed Ozdoev
15076,Aleksandr Samedov,2710,Aleksandr Samedov
207518,Miroslav Lobantsev,3004,Miroslav Lobantsev
28937,Roman Shishkin,2704,Roman Shishkin
34393,Vedran Corluka,2705,Vedran Corluka
48526,Roman Kontsedalov,2735,Roman Kontsedalov
55336,Denis Glushakov,2814,Denis Glushakov
57631,David Yurchenko,2937,David Yurchenko
69011,Pavel Stepanets,4551,Pavel Stepanets
70212,Taras Burlak,2993,Taras Burlak
120630,Emmanuel Emenike,538,Emmanuel Emenike
145919,Arsen Khubulov,2733,Arsen Khubulov
16690,Diniyar Bilyaletdinov,2981,Diniyar Bilyaletdinov
21333,Aiden McGeady,994,Aiden McGeady
26591,Kirill Kombarov,3128,Kirill Kombarov
34542,Marek Suchy,7808,Marek Suchy
38539,Ari,2930,Ari
48067,Artem Dzyuba,3063,Artem Dzyuba
63170,Pavel Yakovlev,2995,Pavel Yakovlev
67917,Rafael Carioca,4693,Rafael Carioca
14937,Stipe Pletikosa,2324,Stipe Pletikosa
15077,Aleksandr Sheshukov,2716,Aleksandr Sheshukov
15570,Igor Akinfeev,2876,Igor Akinfeev
168337,Ahmed Musa,1681,Ahmed Musa
36688,Pontus Wernbloom,2882,Pontus Wernbloom
46180,Zoran Tosic,2883,Zoran Tosic
51164,Aleksandrs Cauna,3094,Aleksandrs Cauna
66521,Keisuke Honda,1124,Keisuke Honda
69683,Alan Dzagoev,2881,Alan Dzagoev
75287,Seydou Doumbia,776,Seydou Doumbia
117802,Vladimir Rykov,3053,Vladimir Rykov
1331,Kevin Kuranyi,255,Kevin Kurányi
24118,Ruslan Adzhindzhal,4607,Ruslan Adzhindzhal
24654,Ilya Maksimov,2945,Ilya Maksimov
3321,Luke Wilkshire,3010,Luke Wilkshire
35004,Balázs Dzsudzsák,3187,Balázs Dzsudzsák
37549,Anton Shunin,2758,Anton Shunin
48521,Aleksandr Belozerov,4632,Aleksandr Belozerov
52089,Gia Grigalava,5368,Gia Grigalava
57015,Aleksandr Kharitonov,6789,Aleksandr Kharitonov
89589,Aleksandr Sapeta,2796,Aleksandr Sapeta
129588,Dennis Praet,1234,Dennis Praet
26721,Lucas Biglia,1589,Lucas Biglia
31952,Guillaume Gillet,3403,Guillaume Gillet
44624,Dieumerci Mbokani,795,Dieumerci Mbokani
52746,Nill De Pauw,3702,Nill de Pauw
194947,Aleksey Evseev,3136,Aleksey Evseev
24237,Martin Jakubko,4593,Martin Jakubko
25889,Ivan Cherenchikov,3093,Ivan Cherenchikov
25918,Zahari Sirakov,4591,Zahari Sirakov
49676,Nikita Burmistrov,2986,Nikita Burmistrov
9786,Georgi Peev,3152,Georgi Peev
15597,Artur Tlisov,3107,Artur Tlisov
15743,Vladislav Kulik,3108,Vladislav Kulik
15796,Igor Lolo,4582,Igor Lolo
47152,Gigel Bucur,2740,Gigel Bucur
53331,Maksim Zhavnerchik,4667,Maksim Zhavnerchik
64667,Igor Armas,2727,Igor Armas
158865,Magomed Mitrishev,2867,Magomed Mitrishev
16756,Oleg Ivanov,2857,Oleg Ivanov
25921,Roman Vorobjov,5429,Roman Vorobjov
36812,Blagoy Georgiev,3102,Blagoy Georgiev
38005,Marcin Komorowski,3182,Marcin Komorowski
51274,Rizvan Utsiev,2850,Rizvan Utsiev
59597,Maciej Rybus,2856,Maciej Rybus
98557,Artem Deljkin,5506,Artem Deljkin
122088,Artem Gromov,5502,Artem Gromov
43848,Miguel Veloso,1098,Miguel Veloso
15590,Ruslan Nakhushev,3030,Ruslan Nakhushev
217923,Khyzyr Appaev,5513,Khyzyr Appaev
36212,Alan Kasaev,2893,Alan Kasaev
39280,Yura Movsisyan,3127,Yura Movsisyan
44022,Nukri Revishvili,3027,Nukri Revishvili
46635,Igor Smolnikov,3055,Igor Smolnikov
69001,Giedrius Arlauskis,949,Giedrius Arlauskis
84483,Aleksandr Erokhin,2772,Aleksandr Erokhin
94807,Ognjen Vranjes,2455,Ognjen Vranjes
55759,Arnór Smárason,4544,Arnor Smárason
79470,Mike Havenaar,4223,Mike Havenaar
112930,Benito Raman,7059,Benito Raman
138335,Jakob Haugaard,870,Jakob Haugaard
151282,Ravil Netfullin,10648,Ravil Netfullin
38802,Pavel Mamaev,2924,Pavel Mamaev
70295,Igor Picusceac,4592,Igor Picusceac
76075,Sekou Oliseh,4687,Sekou Oliseh
104201,Maksim Kanunnikov,2969,Maksim Kanunnikov
34396,Marko Lomic,3031,Marko Lomic
97541,Artur Yusupov,3067,Artur Yusupov
50577,Pierre Bengtsson,41,Pierre Bengtsson
33343,Danijel Milicevic,6478,Danijel Milicevic
111061,Alassane També,3818,Alassane Tambe
159098,Brecht Dejaegere,10798,Brecht Dejaegere
44059,Ervin Zukanovic,1497,Ervin Zukanovic
38388,Vadis Odjidja-Ofoe,823,Vadis Odjidja-Ofoe
62941,Jordi Figueras,2582,Jordi Figueras
96454,Maxime Lestienne,3820,Maxime Lestienne
113707,Rémy Cabella,3390,Rémy Cabella
127160,Benjamin Stambouli,3290,Benjamin Stambouli
17965,Hugo Lloris,637,Hugo Lloris
187847,Yassine Benzia,3366,Yassine Benzia
18909,Jimmy Briand,3477,Jimmy Briand
18912,Yoann Gourcuff,3229,Yoann Gourcuff
22386,Daniel Congré,3338,Daniel Congré
22388,Bafétimbi Gomis,717,Bafétimbi Gomis
23938,Geoffrey Jourdren,3703,Geoffrey Jourdren
33914,Mouhamadou Dabo,3437,Mouhamadou Dabo
5303,Souleymane Camara,3590,Souleymane Camara
5668,Anthony Réveillère,4388,Anthony Réveillere
57449,Jamel Saihi,3341,Jamel Saihi
57480,Mapou Yanga-Mbiwa,3272,Mapou Yanga-Mbiwa
57515,Aly Cissokho,666,Aly Cissokho
60542,Maxime Gonalons,3274,Maxime Gonalons
6803,Henri Bedimo,3273,Henri Bedimo
85863,Gueïda Fofana,3284,Gueida Fofana
93678,Gaëtan Charbonnier,3243,Gaëtan Charbonnier
93720,Alexandre Lacazette,3277,Alexandre Lacazette
98543,Aslan Dudiev,3034,Aslan Dudiev
127202,Matz Sels,6903,Matz Sels
111005,Frédéric Bulot,3664,Frédéric Bulot
149551,Jonathan Delaplace,3668,Jonathan Delaplace
22338,Laurent Ciman,7146,Laurent Ciman
47893,William Vainqueur,1944,William Vainqueur
77383,Eiji Kawashima,5678,Eiji Kawashima
19108,Nadson,2991,Nadson
50201,Christian Benteke,606,Christian Benteke
63846,Anele Ngcongca,3436,Anele Ngcongca
48510,Pavel Golyshev,5396,Pavel Golyshev
111196,Stefan de Vrij,1541,Stefan de Vrij
112052,Bruno Martins Indi,1743,Bruno Martins Indi
152651,Terence Kongolo,6067,Terence Kongolo
182581,Tonny Vilhena,7648,Tonny Vilhena
60744,Daryl Janmaat,764,Daryl Janmaat
16408,Orestis Karnezis,1138,Orestis Karnezis
16458,Loukas Vyntra,4075,Loukas Vyntra
22586,Toché,4129,Toché
34283,Lazaros Christodoulopoulos,1940,Lazaros Christodoulopoulos
51321,Darren Randolph,540,Darren Randolph
51730,Jamie Murphy,6052,Jamie Murphy
33831,Modou Sougou,4717,Modou Sougou
74314,Edimar,4016,Edimar
108878,Adam Matthews,1034,Adam Matthews
34409,Joe Ledley,517,Joe Ledley
42513,Gary Hooper,1010,Gary Hooper
52570,Fraser Forster,831,Fraser Forster
77760,Victor Wanyama,836,Victor Wanyama
140803,Anthony Limbombe,7118,Anthony Limbombe
87422,Valentin Roberge,4530,Valentin Roberge
90660,Héldon,4065,Héldon
20003,Matías Silvestre,1222,Matías Silvestre
28021,Samir Handanovic,1505,Samir Handanovic
39090,Fredy Guarín,1949,Fredy Guarín
4673,Wesley Sneijder,6111,Wesley Sneijder
54149,Jonathan,4050,Jonathan
7520,Esteban Cambiasso,4440,Esteban Cambiasso
79522,Yuto Nagatomo,1506,Yuto Nagatomo
80444,Philippe Coutinho,488,Philippe Coutinho
95438,Marko Livaja,1935,Marko Livaja
106405,Jeffrey Gouweleeuw,2665,Jeffrey Gouweleeuw
133179,Marten de Roon,1710,Marten de Roon
217111,Hakim Ziyech,8992,Hakim Ziyech
235540,Oussama Tannane,3510,Oussama Tannane
42735,Sven Kums,1143,Sven Kums
75890,Kristoffer Nordfeldt,722,Kristoffer Nordfeldt
77001,Rajiv van La Parra,6036,Rajiv van La Parra
42714,Mehdi Carcela-González,5154,Mehdi Carcela-González
49589,Ali Gadzhibekov,2954,Ali Gadzhibekov
14555,Scott Carson,8158,Scott Carson
77737,Alfred N'Diaye,2144,Alfred N'Diaye
18331,Szabolcs Huszti,2660,Szabolcs Huszti
21327,Ron-Robert Zieler,91,Ron-Robert Zieler
3114,Jan Schlaudraff,4307,Jan Schlaudraff
39198,Didier Ya Konan,4293,Didier Ya Konan
41507,Manuel Schmiedebach,108,Manuel Schmiedebach
45668,Konstantin Rausch,13,Konstantin Rausch
48298,Lars Stindl,208,Lars Stindl
133089,Felipe Gutiérrez,5170,Felipe Gutiérrez
134425,Raheem Sterling,618,Raheem Sterling
24180,Martin Skrtel,607,Martin Skrtel
3109,Steven Gerrard,4408,Steven Gerrard
35571,José Enrique,4492,José Enrique
3876,Joe Cole,1004,Joe Cole
4063,Stewart Downing,1712,Stewart Downing
41414,Lucas Leiva,475,Lucas Leiva
96754,Fabio Borini,737,Fabio Borini
189940,Florian Raspentino,3548,Florian Raspentino
23951,Steve Mandanda,1670,Steve Mandanda
23960,Jérémy Morel,3271,Jérémy Morel
39883,Morgan Amalfitano,3364,Morgan Amalfitano
40687,Mathieu Valbuena,3186,Mathieu Valbuena
43907,André-Pierre Gignac,4747,André-Pierre Gignac
45403,André Ayew,713,André Ayew
5477,Rod Fanni,4746,Rod Fanni
57402,Charles Kaboré,2921,Charles Kaboré
60577,Nicolas N'Koulou,3387,Nicolas N'Koulou
126751,Iñigo Ruiz de Galarreta,9755,Inigo Ruiz de Galarreta
15804,Andoni Iraola,4108,Andoni Iraola
35564,Fernando Llorente,1728,Fernando Llorente
54231,Isma López,2211,Isma López
54245,Markel Susaeta,2405,Markel Susaeta
69660,Jonás Ramalho,6243,Jonás Ramalho
71840,Gaizka Toquero,4162,Gaizka Toquero
7874,Gorka Iraizoz,2392,Gorka Iraizoz
89318,Borja Ekiza,2140,Borja Ekiza
19819,Raffael,210,Raffael
44903,Réginal Goreux,4673,Réginal Goreux
90118,Soufiane Bidaoui,3992,Soufiane Bidaoui
51268,Zaur Sadaev,2861,Zaur Sadaev
100131,William Carvalho,6926,William Carvalho
126600,Kenny McLean,7693,Kenny McLean
44741,Beram Kayal,6409,Beram Kayal
12282,Daley Blind,548,Daley Blind
124891,Aras Özbiliz,2489,Aras Özbiliz
146258,Jetro Willems,6143,Jetro Willems
167850,Memphis Depay,555,Memphis Depay
182932,Davy Klaassen,6045,Davy Klaassen
187245,Mitchell Dijks,6971,Mitchell Dijks
30670,Vurnon Anita,768,Vurnon Anita
33210,Przemyslaw Tyton,55,Przemyslaw Tyton
34784,Lasse Schöne,7935,Lasse Schöne
36500,Ola Toivonen,739,Ola Toivonen
42710,Toby Alderweireld,639,Toby Alderweireld
45509,Siem de Jong,774,Siem de Jong
49499,Georginio Wijnaldum,771,Georginio Wijnaldum
52246,Kolbeinn Sigthórsson,3408,Kolbeinn Sigthorsson
56416,Dries Mertens,1384,Dries Mertens
68864,Kevin Strootman,1256,Kevin Strootman
72462,Luciano Narsingh,5554,Luciano Narsingh
95755,Viktor Fischer,1713,Viktor Fischer
38682,Aleksey Ivanov,3047,Aleksey Ivanov
86596,Kamil Agalarov,3159,Kamil Agalarov
105496,Jano Ananidze,2816,Jano Ananidze
36371,Nikola Kalinic,1425,Nikola Kalinic
22377,Fabien Camus,3441,Fabien Camus
129593,Junior Malanda,4362,Junior Malanda
130765,Stuart Armstrong,6893,Stuart Armstrong
43402,Shamil Asildarov,5446,Shamil Asildarov
126413,Jerson Cabral,5794,Jerson Cabral
44327,Andrea Ranocchia,1522,Andrea Ranocchia
15670,Roman Berezovskiy,4581,Roman Berezovskiy
57275,Oussama Assaidi,4489,Oussama Assaidi
236471,Ozan Tufan,9957,Ozan Tufan
75640,Artur Sobiech,349,Artur Sobiech
215652,Rafidine Abdullah,3571,Rafidine Abdullah
57500,César Azpilicueta,681,César Azpilicueta
71292,Jonjo Shelvey,769,Jonjo Shelvey
216463,Imoh Ezekiel,6550,Imoh Ezekiel
108830,Aymen Abdennour,2374,Aymen Abdennour
126767,Ali Ahamada,3758,Ali Ahamada
126796,Adrien Regattin,3213,Adrien Regattin
127032,Serge Aurier,3600,Serge Aurier
146854,Wissam Ben Yedder,3210,Wissam Ben Yedder
23955,Joris Marveaux,3606,Joris Marveaux
5431,Pantxi Sirieix,3685,Pantxi Sirieix
5672,Étienne Didot,3215,Étienne Didot
56795,Cheikh M'Bengue,3222,Cheikh M'Bengue
61637,Emmanuel Rivière,777,Emmanuel Rivière
63494,Étienne Capoue,572,Etienne Capoue
66413,Franck Tabanou,980,Franck Tabanou
214346,Virgil Misidjan,7154,Virgil Misidjan
74294,Nemanja Gudelj,7888,Nemanja Gudelj
12563,Goran Pandev,1115,Goran Pandev
19041,Gökhan Inler,761,Gökhan Inler
21151,Christian Maggio,1391,Christian Maggio
21782,Hugo Campagnaro,1162,Hugo Campagnaro
2865,Stephan Lichtsteiner,1303,Stephan Lichtsteiner
37666,Arturo Vidal,222,Arturo Vidal
38593,Marek Hamsik,1381,Marek Hamsik
39983,Leonardo Bonucci,1287,Leonardo Bonucci
44716,Claudio Marchisio,1300,Claudio Marchisio
48280,Edinson Cavani,3294,Edinson Cavani
5023,Gianluigi Buffon,1285,Gianluigi Buffon
52266,Walter Gargano,3850,Walter Gargano
56703,Simone Padoin,1403,Simone Padoin
5817,Andrea Pirlo,3847,Andrea Pirlo
5858,Paolo Cannavaro,1462,Paolo Cannavaro
5880,Morgan De Sanctis,1825,Morgan De Sanctis
63531,Kwadwo Asamoah,1587,Kwadwo Asamoah
7109,Andrea Barzagli,1286,Andrea Barzagli
84835,Emanuele Giaccherini,1033,Emanuele Giaccherini
85475,Federico Fernández,708,Federico Fernández
48514,Yaroslav Godzyur,2871,Yaroslav Godzyur
14219,Dario Kresic,196,Dario Kresic
44855,Dame N'Doye,731,Dame N'Doye
188338,Luka Djordjevic,3813,Luka Djordjevic
111283,Cédric Cambon,4719,Cédric Cambon
12106,Ludovic Obraniak,4372,Ludovic Obraniak
126528,Maxime Poundjé,3576,Maxime Poundje
16591,Nicolas Maurice-Belay,3731,Nicolas Maurice-Belay
23825,Yoan Gouffran,916,Yoan Gouffran
43264,Benoît Trémoulinas,2510,Benoît Trémoulinas
51540,Henri Saivet,778,Henri Saivet
5308,Cédric Carrasso,3727,Cédric Carrasso
54155,Mariano,5110,Mariano
5676,Olivier Sorlin,4813,Olivier Sorlin
5698,Cédric Barbosa,4786,Cédric Barbosa
57510,Aldo Angoula,4798,Aldo Angoula
81386,Grégory Sertic,3809,Grégory Sertic
93690,Brice Dja Djedje,3605,Brice Dja Djédjé
98351,Kévin Bérigaud,3342,Kévin Berigaud
102744,Sébastien Corchia,3354,Sébastien Corchia
103565,Wahbi Khazri,734,Wahbi Khazri
111163,Gaël Angoula,3499,Gael Angoula
12093,Sylvain Marchal,4743,Sylvain Marchal
127048,Cédric Bakambu,2306,Cédric Bakambu
184892,Florian Thauvin,942,Florian Thauvin
44686,Yannick Cahuzac,3325,Yannick Cahuzac
45237,Julian Palmieri,3546,Julian Palmieri
66407,Sloan Privat,3478,Sloan Privat
93309,Sambou Yatabaré,2667,Sambou Yatabaré
126699,Vincent Pajot,3507,Vincent Pajot
22628,Benoît Costil,3218,Benoit Costil
38360,Mevlüt Erdinc,104,Mevlüt Erdinc
5338,Rémy Vercoutre,3520,Rémy Vercoutre
57404,Jean-Armel Kana-Biyik,3539,Jean-Armel Kana-Biyik
60573,Yann M'Vila,732,Yann M'Vila
60583,Jérémy Pied,1784,Jérémy Pied
60603,Kévin Théophile-Catherine,3504,Kévin Théophile-Catherine
85585,John Boye,7767,John Boye
102558,Marco Verratti,3552,Marco Verratti
12386,Grégory Bourillon,3497,Grégory Bourillon
12508,Yann Jouffre,3629,Yann Jouffre
16993,Jérémy Ménez,2014,Jérémy Menez
18036,Nicolas Douchez,3672,Nicolas Douchez
20622,Arnold Mvuemba,3282,Arnold Mvuemba
27389,Kévin Gameiro,2442,Kevin Gameiro
28335,Christophe Jallet,3566,Christophe Jallet
3266,Jérémie Aliadière,5644,Jérémie Aliadière
33923,Blaise Matuidi,3296,Blaise Matuidi
3455,Zlatan Ibrahimović,1741,Zlatan Ibrahimovic
4317,Maxwell,3289,Maxwell
43458,Clément Chantôme,3258,Clément Chantôme
44045,Kévin Monnet-Paquet,3513,Kévin Monnet-Paquet
50570,Ezequiel Lavezzi,3643,Ezequiel Lavezzi
5576,Fabien Audard,4821,Fabien Audard
57420,Lamine Koné,728,Lamine Koné
60990,Bruno Ecuele Manga,4883,Bruno Ecuele Manga
105388,Johan Martial,3625,Johan Martial
126534,Salif Sané,96,Salif Sané
170929,Massadio Haïdara,943,Massadio Haidara
18934,Thomas Mangani,3490,Thomas Mangani
22396,Alexis Thébaux,5669,Alexis Thébaux
33447,Ahmed Kantari,4766,Ahmed Kantari
43256,Paul Baysse,3305,Paul Baysse
49872,Djamel Bakar,3352,Djamel Bakar
57348,Thomas Ayasse,3611,Thomas Ayasse
59957,Benjamin Moukandjo,3570,Benjamin Moukandjo
60551,Lossémy Karaboué,3434,Lossemy Karaboue
60570,Yohan Mollo,2998,Yohan Mollo
66783,Charlison Benschop,103,Charlison Benschop
126656,Faouzi Ghoulam,1387,Faouzi Ghoulam
126664,Lucas Digne,1823,Lucas Digne
14949,Rio Mavuba,3359,Rio Mavuba
157509,Kurt Zouma,935,Kurt Zouma
17179,Marko Basa,3565,Marko Basa
18955,Renaud Cohade,3560,Renaud Cohade
22390,Loïc Perrin,3689,Loic Perrin
27306,Mathieu Debuchy,967,Mathieu Debuchy
28140,Max Gradel,464,Max Gradel
37647,Dimitri Payet,536,Dimitri Payet
39910,Stéphane Ruffier,3503,Stéphane Ruffier
45624,Aurélien Chedjou,8013,Aurélien Chedjou
5348,Florent Balmont,3563,Florent Balmont
5406,Benoît Pedretti,5697,Benoit Pedretti
58864,Pierre-Emerick Aubameyang,318,Pierre-Emerick Aubameyang
7971,Salomon Kalou,26,Salomon Kalou
81460,Nolan Roux,3512,Nolan Roux
93704,Josuha Guilavogui,150,Josuha Guilavogui
98349,Romain Hamouma,3561,Romain Hamouma
111482,Eric Bauthéac,3361,Éric Bautheac
212937,Alexy Bosetti,4758,Alexy Bosetti
29559,Guillermo Ochoa,2330,Guillermo Ochoa
52345,Didier Digard,2530,Didier Digard
56778,Joris Delle,4755,Joris Delle
57525,Romain Genevois,3316,Romain Genevois
80191,Mehdi Mostefa,3324,Mehdi Mostefa
8060,Carl Medjani,2176,Carl Medjani
84085,Timothée Kolodziejczak,2063,Timothée Kolodziejczak
147846,Nicolas Isimat-Mirin,7968,Nicolas Isimat-Mirin
164897,Jean-Christophe Bahebeck,1531,Jean-Christophe Bahebeck
23918,David Ducourtioux,3376,David Ducourtioux
29311,Mounir Obbadi,3360,Mounir Obbadi
47653,Rincón,3681,Rincon
51283,Rémi Gomis,3404,Rémi Gomis
5457,Gaël Danic,3329,Gaël Danic
55385,Granddi N'Goyi,4022,Granddi N'Goyi
5639,José Saez,4819,José Saez
56808,Quentin Othon,3449,Quentin Othon
57403,Foued Kadir,2481,Foued Kadir
57466,Thiago Xavier,3447,Thiago Xavier
77828,Mathieu Dossevi,6264,Mathieu Dossevi
78917,Julien Faussurier,7729,Julien Faussurier
50303,Tim Matavz,275,Tim Matavz
79045,Jeroen Zoet,8908,Jeroen Zoet
91251,Cuco Martina,832,Cuco Martina
141050,Danilo Pereira,9060,Danilo Pereira
45511,Mitchell Donald,3193,Mitchell Donald
12359,Niki Mäenpää,6053,Niki Mäenpää
55751,Samuel Armenteros,6295,Samuel Armenteros
31316,Silvestre Varela,3829,Silvestre Varela
33866,Steven Defour,1657,Steven Defour
54781,Nicolás Otamendi,611,Nicolás Otamendi
59248,Miguel Lopes,2076,Miguel Lopes
90681,Eliaquim Mangala,626,Eliaquim Mangala
50477,Yohan Benalouane,974,Yohan Benalouane
80197,Salomón Rondón,813,Salomón Rondón
98539,Dmitriy Poloz,2775,Dmitriy Poloz
55538,Pavel Ignatovich,3039,Pavel Ignatovich
111376,Massimo Bruno,5365,Massimo Bruno
66934,Cheikhou Kouyaté,532,Cheikhou Kouyaté
14944,Anatoliy Tymoshchuk,4611,Anatoliy Tymoshchuk
17259,Manuel Neuer,217,Manuel Neuer
22068,Franck Ribéry,329,Franck Ribéry
2219,Philipp Lahm,218,Philipp Lahm
25727,Lukasz Piszczek,310,Lukasz Piszczek
26,Roman Weidenfeller,325,Roman Weidenfeller
29835,Jakub Blaszczykowski,1966,Jakub Blaszczykowski
31909,Toni Kroos,2369,Toni Kroos
34572,Mario Mandzukic,1295,Mario Mandzukic
35208,Marcel Schmelzer,313,Marcel Schmelzer
38253,Robert Lewandowski,227,Robert Lewandowski
39728,Mats Hummels,373,Mats Hummels
40995,Neven Subotic,312,Neven Subotic
4360,Arjen Robben,392,Arjen Robben
44521,Kevin Großkreutz,2664,Kevin Großkreutz
53622,İlkay Gündoğan,314,Ilkay Gündogan
54659,Holger Badstuber,219,Holger Badstuber
58124,Julian Schieber,2633,Julian Schieber
58358,Thomas Müller,224,Thomas Müller
74842,Mario Götze,422,Mario Götze
82243,Moritz Leitner,1217,Moritz Leitner
86792,Xherdan Shaqiri,888,Xherdan Shaqiri
12028,Kossi Agassa,3250,Kossi Agassa
12101,Franck Signorino,3555,Franck Signorino
29351,Bocundji Ca,4864,Bocundji Ca
45184,Grzegorz Krychowiak,2414,Grzegorz Krychowiak
56827,Anthony Weber,3666,Anthony Weber
57376,Antoine Devaux,3240,Antoine Devaux
77974,Floyd Ayité,3328,Floyd Ayité
80009,Odaïr Fortes,3247,Odaïr Fortes
93701,Christopher Glombard,4762,Christopher Glombard
13091,Yaya Touré,878,Yaya Touré
18935,Samir Nasri,877,Samir Nasri
20007,Pablo Zabaleta,610,Pablo Zabaleta
26399,Sergio Agüero,619,Sergio Agüero
28396,Edin Dzeko,1253,Edin Dzeko
3160,John Terry,917,John Terry
3163,Frank Lampard,4418,Frank Lampard
3182,Ashley Cole,3817,Ashley Cole
3333,James Milner,489,James Milner
40611,Ryan Bertrand,835,Ryan Bertrand
4276,Carlos Tevez,3848,Carlos Tévez
44068,Juan Mata,554,Juan Mata
46156,Aleksandar Kolarov,621,Aleksandar Kolarov
4672,Nigel de Jong,1948,Nigel de Jong
46741,David Luiz,1676,David Luiz
47082,Daniel Sturridge,483,Daniel Sturridge
47659,Costel Pantilimon,580,Costel Pantilimon
50202,Eden Hazard,701,Eden Hazard
54170,Ramires,936,Ramires
5658,Petr Cech,491,Petr Cech
7449,Gaël Clichy,613,Gaël Clichy
9594,Vincent Kompany,612,Vincent Kompany
126014,Leandro Bacuna,674,Leandro Bacuna
139208,Virgil van Dijk,833,Virgil van Dijk
91915,Luc Castaignos,382,Luc Castaignos
25427,Roy Beerens,36,Roy Beerens
39378,Jozy Altidore,4493,Jozy Altidore
45548,Gregory van der Wiel,3287,Gregory Van der Wiel
5017,Niklas Moisander,1936,Niklas Moisander
89231,Jóhann Berg Gudmundsson,1663,Johann Berg Gudmundsson
93081,Nick Viergever,9953,Nick Viergever
71019,Bartosz Salamon,1398,Bartosz Salamon
18021,Paul Verhaegh,264,Paul Verhaegh
